"","PROBEID","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","GENENAME"
"881","218237_s_at",1.80175073726787,9.98923900690048,8.94489940094078,3.60022920919614e-14,2.71769564256323e-11,21.8129604956409,"SLC38A1","solute carrier family 38 member 1"
"950","219737_s_at",-1.76678566827707,8.82635850893941,-8.93481987277989,3.78084481081812e-14,2.71769564256323e-11,21.7657337331799,"PCDH9","protocadherin 9"
"951","219738_s_at",-1.89809132301053,8.38805555016358,-8.92426318213137,3.97972096139594e-14,2.77125381821205e-11,21.7162737026707,"PCDH9","protocadherin 9"
"738","214414_x_at",-2.02472998111738,11.1921352684994,-8.9070559441751,4.32652541830859e-14,2.92145351200516e-11,21.6356601751453,"HBA1","hemoglobin subunit alpha 1"
"739","214414_x_at",-2.02472998111738,11.1921352684994,-8.9070559441751,4.32652541830859e-14,2.92145351200516e-11,21.6356601751453,"HBA2","hemoglobin subunit alpha 2"
"218","203548_s_at",-3.07346181443436,10.092081417988,-8.86772298183379,5.23685104620601e-14,3.43213976066496e-11,21.4514180764921,"LPL","lipoprotein lipase"
"362","205913_at",-2.51232260541085,10.3509696286806,-8.8496194587344,5.71785607454995e-14,3.64031391169133e-11,21.3666318297227,"PLIN1","perilipin 1"
"315","204997_at",-2.33810965345401,8.00545500707415,-8.75901516175323,8.87477218665299e-14,5.39049708773218e-11,20.9424399743411,"GPD1","glycerol-3-phosphate dehydrogenase 1"
"1010","221928_at",-1.90503743035393,9.28698760330234,-8.75725884481047,8.95069749342956e-14,5.39049708773218e-11,20.9342198301477,"ACACB","acetyl-CoA carboxylase beta"
"382","206243_at",-2.42038842640329,7.97232900137415,-8.60541136205296,1.86857027428075e-13,1.08195536926586e-10,20.2239608683263,"TIMP4","TIMP metallopeptidase inhibitor 4"
"527","209699_x_at",-2.65044273329294,10.7895815020079,-8.60265848390735,1.89365253338278e-13,1.08195536926586e-10,20.2110931700356,"AKR1C2","aldo-keto reductase family 1 member C2"
"84","201596_x_at",2.62555162974314,8.8341585310079,8.56914566350453,2.22732504088123e-13,1.24078709714891e-10,20.0544728315233,"KRT18","keratin 18"
"221","203571_s_at",-2.64308069284293,8.39539103239382,-8.56026158056059,2.32522101122419e-13,1.26372926324655e-10,20.012962329395,"ADIRF","adipogenesis regulatory factor"
"514","209602_s_at",2.9068827787405,7.99341908980603,8.49663421510042,3.16374149047698e-13,1.67851551505473e-10,19.7157794840672,"GATA3","GATA binding protein 3"
"923","219064_at",-1.58240892887714,10.1624648710481,-8.48624997676292,3.32673497438153e-13,1.72394501009636e-10,19.6672977114817,"ITIH5","inter-alpha-trypsin inhibitor heavy chain 5"
"678","213071_at",-2.85816056976955,8.79000236162771,-8.45835321469761,3.80728905515387e-13,1.92813231854531e-10,19.5370823564574,"DPT","dermatopontin"
"407","207175_at",-1.97252591045934,11.2752184639505,-8.4435491132034,4.08981922420801e-13,2.02518759495616e-10,19.4679977341134,"ADIPOQ","adiponectin, C1Q and collagen domain containing"
"817","216331_at",-1.70148194220916,8.19623136867251,-8.4186027514288,4.61400397848078e-13,2.23508370983668e-10,19.3516114198164,"ITGA7","integrin subunit alpha 7"
"727","214063_s_at",-2.64776646521895,8.29186932566264,-8.39668396827275,5.12958041125578e-13,2.43196681497899e-10,19.2493799951289,"TF","transferrin"
"544","210201_x_at",-1.44481218616655,9.92558135575855,-8.3848445927328,5.43156862819719e-13,2.51106104585208e-10,19.1941718486618,"BIN1","bridging integrator 1"
"677","213068_at",-2.47270352107674,9.22702601039754,-8.3814347426397,5.52178751724418e-13,2.51106104585208e-10,19.1782729621819,"DPT","dermatopontin"
"708","213693_s_at",2.34625249133472,7.93554833507708,8.25299634103267,1.0264023163188e-12,4.57426456290635e-10,18.5799543884975,"MUC1","mucin 1, cell surface associated"
"292","204570_at",-2.3947166266533,8.60968365013422,-8.22870440355772,1.15393758524111e-12,5.04180219841719e-10,18.4669189402737,"COX7A1","cytochrome c oxidase subunit 7A1"
"520","209614_at",-1.82112213179655,8.61717687357306,-8.20665207473704,1.28333739304609e-12,5.46810198323231e-10,18.3643419655982,"ADH1B","alcohol dehydrogenase 1B (class I), beta polypeptide"
"821","216379_x_at",1.40821593733952,11.4488852948894,8.20388154029798,1.30058522241759e-12,5.46810198323231e-10,18.35145729465,"CD24","CD24 molecule"
"526","209686_at",-1.57991763303446,8.53555315844777,-8.19978321004359,1.3265237261682e-12,5.47387559077891e-10,18.3323986161336,"S100B","S100 calcium binding protein B"
"513","209581_at",-2.05582380477047,9.05731835578701,-8.13549551004412,1.80787700821869e-12,7.32453152257038e-10,18.0336064333438,"PLAAT3","phospholipase A and acyltransferase 3"
"244","203980_at",-1.92471592007158,11.8224056639469,-8.00521406142925,3.38207619233446e-12,1.34576435346052e-09,17.4291303512422,"FABP4","fatty acid binding protein 4"
"265","204151_x_at",-1.79983365362794,11.5922173517599,-7.99396716416359,3.56972686293843e-12,1.39369357560733e-09,17.3770169219834,"AKR1C1","aldo-keto reductase family 1 member C1"
"311","204894_s_at",-1.84127584640859,10.1286303969477,-7.9906160428769,3.62761869520376e-12,1.39369357560733e-09,17.3614914606411,"AOC3","amine oxidase copper containing 3"
"219","203549_s_at",-1.34087856399508,11.7580535236508,-7.96349834140507,4.13182194461863e-12,1.56049810833791e-09,17.2358956975136,"LPL","lipoprotein lipase"
"501","209493_at",-1.53579192008926,10.0841040784813,-7.95056381313169,4.39632354735748e-12,1.63272129342944e-09,17.1760136669857,"PDZD2","PDZ domain containing 2"
"700","213524_s_at",-1.50829869865283,11.2127324397966,-7.92235584452837,5.03308508572372e-12,1.8385612289374e-09,17.0454768618362,"G0S2","G0/G1 switch 2"
"176","202931_x_at",-1.53568363018155,8.60306310347816,-7.9128996206146,5.26647197733521e-12,1.89278701727356e-09,17.0017340004697,"BIN1","bridging integrator 1"
"475","209183_s_at",-2.02396981738346,9.01830211394609,-7.90866737983827,5.37438779990101e-12,1.9009124340507e-09,16.982159232701,"DEPP1","DEPP autophagy regulator 1"
"586","211653_x_at",-2.5669831048787,9.57285468238215,-7.90122907169834,5.56941562812398e-12,1.93911388189823e-09,16.9477602018951,"AKR1C2","aldo-keto reductase family 1 member C2"
"270","204223_at",-1.69945677939111,9.6063986464386,-7.87270979522513,6.38471551601128e-12,2.18877870528122e-09,16.8159219168369,"PRELP","proline and arginine rich end leucine rich repeat protein"
"466","209116_x_at",-3.2763122765579,10.2073620792107,-7.85529070163334,6.94005160053841e-12,2.34310863355754e-09,16.7354379639255,"HBB","hemoglobin subunit beta"
"709","213706_at",-2.22402914272229,8.56347152239609,-7.81748429035807,8.31629063861936e-12,2.76584931791575e-09,16.5608641198742,"GPD1","glycerol-3-phosphate dehydrogenase 1"
"710","213706_at",-2.22402914272229,8.56347152239609,-7.81748429035807,8.31629063861936e-12,2.76584931791575e-09,16.5608641198742,"COX14","cytochrome c oxidase assembly factor COX14"
"356","205824_at",-1.25138020337595,6.80414157078501,-7.80970615484627,8.63148485886724e-12,2.82846142809028e-09,16.5249667765329,"HSPB2","heat shock protein family B (small) member 2"
"299","204719_at",-2.71123317898106,9.45435297514448,-7.7972704400645,9.16029936546997e-12,2.95824566319953e-09,16.4675874703156,"ABCA8","ATP binding cassette subfamily A member 8"
"750","214505_s_at",-1.79695754368698,9.21564362225659,-7.78770964571334,9.58867856324757e-12,3.05235034892636e-09,16.4234846555381,"FHL1","four and a half LIM domains 1"
"430","208383_s_at",-2.6978865146909,8.84112463788139,-7.77774820351658,1.00562255554743e-11,3.15609681764272e-09,16.3775443286401,"PCK1","phosphoenolpyruvate carboxykinase 1"
"458","209016_s_at",2.89709614676741,6.80134172362985,7.74500943551814,1.17585773881964e-11,3.63911638807195e-09,16.2266366720529,"KRT7","keratin 7"
"267","204159_at",-2.01141662330914,9.13130571569074,-7.72485907631854,1.29459094283811e-11,3.91372369574583e-09,16.1338146882077,"CDKN2C","cyclin dependent kinase inhibitor 2C"
"595","211745_x_at",-2.66346407105499,10.1760205813576,-7.72108486804225,1.3181213526244e-11,3.91372369574583e-09,16.1164340826438,"HBA1","hemoglobin subunit alpha 1"
"596","211745_x_at",-2.66346407105499,10.1760205813576,-7.72108486804225,1.3181213526244e-11,3.91372369574583e-09,16.1164340826438,"HBA2","hemoglobin subunit alpha 2"
"904","218723_s_at",-1.41766891254204,9.79152573824081,-7.71844333699317,1.33484270913559e-11,3.91372369574583e-09,16.1042705445687,"RGCC","regulator of cell cycle"
"958","220061_at",-1.62192155010508,8.21322752690523,-7.7235076744872,1.30296787203347e-11,3.91372369574583e-09,16.1275911596905,"ACSM5","acyl-CoA synthetase medium chain family member 5"
"1048","58780_s_at",-1.84844709333782,8.77589105256999,-7.68683070639469,1.55210624523813e-11,4.49163421592744e-09,15.9587658748384,"ARHGEF40","Rho guanine nucleotide exchange factor 40"
"905","218736_s_at",-1.89370465114929,9.72400254839403,-7.67300824210589,1.6578345300866e-11,4.73609318383586e-09,15.8951816583723,"PALMD","palmdelphin"
"619","212112_s_at",-1.24140538197512,9.16831981952727,-7.65467098676187,1.80922929898709e-11,5.10317170497839e-09,15.8108643962889,"STX12","syntaxin 12"
"191","203065_s_at",-2.18509797426992,9.65886342390692,-7.63404688851993,1.99598839666131e-11,5.5595761803505e-09,15.7160806243248,"CAV1","caveolin 1"
"823","216594_x_at",-1.51452843297847,11.3569897750753,-7.62719640248152,2.06216967991502e-11,5.67300333056129e-09,15.6846088537131,"AKR1C1","aldo-keto reductase family 1 member C1"
"263","204134_at",-1.25392209244842,8.94903200247908,-7.6168229395125,2.16656289447451e-11,5.88750255824092e-09,15.6369632575425,"PDE2A","phosphodiesterase 2A"
"1000","221748_s_at",-1.21230989691129,11.6829208641114,-7.53316519139988,3.22490089212735e-11,8.65788753967154e-09,15.253219980363,"TNS1","tensin 1"
"588","211696_x_at",-1.63781294378162,11.704587672646,-7.52203150366059,3.39998299294762e-11,9.01926440855379e-09,15.2022177255564,"HBB","hemoglobin subunit beta"
"60","201348_at",-1.43566545299419,11.4416884338512,-7.5117793134293,3.56954579954054e-11,9.3576693001367e-09,15.155268139977,"GPX3","glutathione peroxidase 3"
"472","209160_at",-2.69993553015459,9.04748140764949,-7.49103525668994,3.93877228463162e-11,1.02055421881914e-08,15.0603146825851,"AKR1C3","aldo-keto reductase family 1 member C3"
"204","203323_at",-1.29850494700866,11.2160692119206,-7.48849278461799,3.98656174407204e-11,1.02106385451905e-08,15.0486808369551,"CAV2","caveolin 2"
"511","209555_s_at",-2.42823655191273,10.7369454811608,-7.48172438128557,4.11661163383097e-11,1.04239155723472e-08,15.0177142790236,"CD36","CD36 molecule (CD36 blood group)"
"167","202768_at",-2.11493430261423,9.42783064631922,-7.46539899426333,4.4479040721304e-11,1.11362524089081e-08,14.9430488694633,"FOSB","FosB proto-oncogene, AP-1 transcription factor subunit"
"238","203853_s_at",-1.04509604582021,9.69078742675359,-7.43266968803365,5.19397812994461e-11,1.28597127410618e-08,14.7934706751712,"GAB2","GRB2 associated binding protein 2"
"999","221747_at",-1.33366216342769,10.2150146867986,-7.40376330159414,5.95558568833315e-11,1.45833314168272e-08,14.6614901100763,"TNS1","tensin 1"
"518","209612_s_at",-1.9685844408394,10.9719256174545,-7.38173627375362,6.60954923682163e-11,1.60087593091409e-08,14.5610002827956,"ADH1B","alcohol dehydrogenase 1B (class I), beta polypeptide"
"484","209298_s_at",-2.43477331751882,8.16326715607874,-7.3767965138597,6.76573211985695e-11,1.60383839177418e-08,14.5384742702986,"ITSN1","intersectin 1"
"846","217414_x_at",-1.81535668469261,8.03078343216547,-7.37882809288094,6.70105963305807e-11,1.60383839177418e-08,14.5477381272487,"HBA2","hemoglobin subunit alpha 2"
"1024","222351_at",-1.6031951401362,8.48701284709117,-7.36955113428237,7.00146893879885e-11,1.64224981435005e-08,14.5054408050108,"PPP2R1B","protein phosphatase 2 scaffold subunit Abeta"
"388","206488_s_at",-1.67507720729465,11.1306356057499,-7.35423525386111,7.52698177094509e-11,1.74712223752051e-08,14.4356375504701,"CD36","CD36 molecule (CD36 blood group)"
"495","209458_x_at",-2.51453173817988,9.39082260356042,-7.33938828344951,8.07376170810321e-11,1.85471785713055e-08,14.3680048456709,"HBA1","hemoglobin subunit alpha 1"
"496","209458_x_at",-2.51453173817988,9.39082260356042,-7.33938828344951,8.07376170810321e-11,1.85471785713055e-08,14.3680048456709,"HBA2","hemoglobin subunit alpha 2"
"502","209496_at",-2.17977175389362,9.2570726116361,-7.32600105475787,8.60051535036525e-11,1.95556411787948e-08,14.3070502388565,"RARRES2","retinoic acid receptor responder 2"
"668","212886_at",-2.33409375280569,6.98813603582136,-7.31816588781782,8.92450072261225e-11,2.00873383436332e-08,14.2713878673669,"CCDC69","coiled-coil domain containing 69"
"879","218186_at",1.89628455727572,8.17684698098171,7.31377196563763,9.11146546937014e-11,2.03030785053975e-08,14.251392695652,"RAB25","RAB25, member RAS oncogene family"
"341","205498_at",-1.07659657719867,10.7543724583648,-7.30729131531538,9.39434449570099e-11,2.07261562770005e-08,14.2219069766248,"GHR","growth hormone receptor"
"91","201690_s_at",1.23200625075526,10.3506056080882,7.2904417096753,1.0171307470951e-10,2.22203180760001e-08,14.1452748380479,"TPD52","tumor protein D52"
"632","212281_s_at",2.31024706094999,7.26240299143704,7.24633617410332,1.25204818509914e-10,2.70867861248195e-08,13.9448930229096,"TMEM97","transmembrane protein 97"
"241","203917_at",1.40996535221504,9.08318006099356,7.21701166430876,1.43730368778342e-10,3.07956135335365e-08,13.8118367074927,"CXADR","CXADR cell adhesion molecule"
"503","209512_at",-1.48457283728829,8.30702396653237,-7.20032463474395,1.55461729746148e-10,3.29919402279372e-08,13.736183807549,"HSDL2","hydroxysteroid dehydrogenase like 2"
"254","204042_at",-1.00376393839921,11.0520805574132,-7.16593435458526,1.82720246659895e-10,3.84108986445514e-08,13.5804160105837,"WASF3","WASP family member 3"
"559","210715_s_at",1.51078644290085,9.32032482116693,7.15973815145166,1.88113183970304e-10,3.91750100786008e-08,13.5523718726233,"SPINT2","serine peptidase inhibitor, Kunitz type 2"
"3","200606_at",0.973510160097804,11.1574404553526,7.14912043325527,1.97724177066094e-10,4.07952577552201e-08,13.5043309523109,"DSP","desmoplakin"
"675","213005_s_at",-0.973936886976642,10.5780861031656,-7.12497616608187,2.21431338208791e-10,4.5267472562445e-08,13.3951593091073,"KANK1","KN motif and ankyrin repeat domains 1"
"521","209616_s_at",-1.61166714198473,7.7253557391708,-7.11251530945931,2.34749050304027e-10,4.75537553447694e-08,13.3388550428746,"CES1","carboxylesterase 1"
"522","209616_s_at",-1.61166714198473,7.7253557391708,-7.11251530945931,2.34749050304027e-10,4.75537553447694e-08,13.3388550428746,"CES1P1","carboxylesterase 1 pseudogene 1"
"539","210078_s_at",-1.26575668170292,6.438165429747,-7.10345372751931,2.44930008633397e-10,4.91691475889908e-08,13.297927289868,"KCNAB1","potassium voltage-gated channel subfamily A regulatory beta subunit 1"
"829","216894_x_at",-1.42525154429962,8.1065392491577,-7.07893266932243,2.74729849019361e-10,5.46589752294503e-08,13.1872470064353,"CDKN1C","cyclin dependent kinase inhibitor 1C"
"235","203812_at",-1.04519798999582,8.94137865999441,-7.04474754463887,3.22363639517239e-10,6.3568398047457e-08,13.0331242536165,"SLIT3","slit guidance ligand 3"
"845","217232_x_at",-1.77930617302773,11.1430293232676,-7.03232547072075,3.41630694875084e-10,6.67768138061535e-08,12.9771717363447,"HBB","hemoglobin subunit beta"
"371","206030_at",-1.72510618543579,7.66259044562487,-7.02861163481431,3.47609690232494e-10,6.73546671952232e-08,12.9604490174918,"ASPA","aspartoacylase"
"212","203414_at",-1.03611661335773,11.1009780349008,-7.00707583924864,3.84383449264495e-10,7.38380724134548e-08,12.863527048936,"MMD","monocyte to macrophage differentiation associated"
"688","213348_at",-1.03323839871321,10.7070295722798,-6.9903729805225,4.1553892307767e-10,7.91406309652968e-08,12.7884146451501,"CDKN1C","cyclin dependent kinase inhibitor 1C"
"1030","33322_i_at",0.850760304874195,11.3732124657981,6.98594301995136,4.2421398995775e-10,8.0108138459564e-08,12.7685019101023,"SFN","stratifin"
"745","214439_x_at",-1.29089786210846,9.50002680006894,-6.97439259159795,4.47686586560607e-10,8.38302538515126e-08,12.7165998403177,"BIN1","bridging integrator 1"
"529","209763_at",-1.09454427163955,10.9948250291601,-6.9504833999572,5.0044373564405e-10,9.29282313446364e-08,12.6092433451556,"CHRDL1","chordin like 1"
"1034","37117_at",1.32014515596819,8.24859794384225,6.94746868925077,5.07519083648765e-10,9.34632044706234e-08,12.5957144673972,"ARHGAP8","Rho GTPase activating protein 8"
"1035","37117_at",1.32014515596819,8.24859794384225,6.94746868925077,5.07519083648765e-10,9.34632044706234e-08,12.5957144673972,"PRR5-ARHGAP8","PRR5-ARHGAP8 readthrough"
"519","209613_s_at",-2.28969032142815,10.5916793857199,-6.927695168368,5.56448764082106e-10,1.01633998442964e-07,12.5070215622367,"ADH1B","alcohol dehydrogenase 1B (class I), beta polypeptide"
"875","218124_at",-1.1265062863883,10.884931351833,-6.91613233135233,5.87198644585521e-10,1.06378434124383e-07,12.4551920942243,"RETSAT","retinol saturase"
"214","203435_s_at",-0.972725534536375,8.92834200154631,-6.87758599722613,7.02390500759926e-10,1.26220705874463e-07,12.2825998916449,"MME","membrane metalloendopeptidase"
"835","217028_at",1.0562277017023,10.3517795292221,6.87013060780735,7.2712765926885e-10,1.29620685051902e-07,12.2492520319844,"CXCR4","C-X-C motif chemokine receptor 4"
"46","201243_s_at",1.00973568867919,10.5384164259464,6.86481708227054,7.45283112560408e-10,1.30764910214044e-07,12.2254914585064,"ATP1B1","ATPase Na+/K+ transporting subunit beta 1"
"657","212636_at",-1.11268030462794,10.2603127408654,-6.86522258124088,7.43881896252897e-10,1.30764910214044e-07,12.2273045358108,"QKI","QKI, KH domain containing RNA binding"
"67","201417_at",2.00172627400127,9.09709768238009,6.83196227005166,8.67949363971324e-10,1.51097778729477e-07,12.0787000143987,"SOX4","SRY-box transcription factor 4"
"372","206068_s_at",-1.54393137377813,8.64761594950379,-6.78024535143102,1.10273026178212e-09,1.90481693203806e-07,11.8480812425414,"ACADL","acyl-CoA dehydrogenase long chain"
"174","202890_at",1.84666667288595,6.26460332341749,6.76033298284038,1.20903751382684e-09,2.05656358172545e-07,11.7594352563309,"MAP7","microtubule associated protein 7"
"713","213764_s_at",-2.71320059645221,7.39621920241193,-6.76135846944806,1.20332283195136e-09,2.05656358172545e-07,11.7639984842238,"MFAP5","microfibril associated protein 5"
"73","201450_s_at",1.2313424669936,8.02235119490991,6.7585884399434,1.21882106828421e-09,2.05749923216493e-07,11.751672870032,"TIA1","TIA1 cytotoxic granule associated RNA binding protein"
"515","209603_at",1.8391718135791,8.76857767427721,6.74579568254407,1.29299988493237e-09,2.16630950646226e-07,11.6947708866069,"GATA3","GATA binding protein 3"
"82","201540_at",-1.08954126831161,12.0310724713663,-6.74034704729218,1.32593550759637e-09,2.20491200863955e-07,11.6705460099606,"FHL1","four and a half LIM domains 1"
"197","203215_s_at",1.51087663938791,7.12007221510088,6.71595723511601,1.48384464653379e-09,2.4312139896112e-07,11.5621857613675,"MYO6","myosin VI"
"440","208650_s_at",2.16439494894239,7.8227044065612,6.71704520567049,1.47641955489732e-09,2.4312139896112e-07,11.5670167210917,"CD24","CD24 molecule"
"695","213486_at",-1.15794951069334,10.3114329914348,-6.69977398866061,1.59875673697698e-09,2.60037199781446e-07,11.4903569352181,"COPG2IT1","COPG2 imprinted transcript 1"
"902","218677_at",1.15518153246759,9.50989772122878,6.69698448032803,1.61943571243976e-09,2.61491927393443e-07,11.4779815478863,"S100A14","S100 calcium binding protein A14"
"556","210517_s_at",-1.46467783804067,10.4111997705525,-6.66616793267133,1.86626991893841e-09,2.97043518597891e-07,11.3413804936908,"AKAP12","A-kinase anchoring protein 12"
"685","213247_at",-1.0518720089503,9.33313997161384,-6.66696613907807,1.85942957890976e-09,2.97043518597891e-07,11.3449160738381,"SVEP1","sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1"
"18","200944_s_at",0.794274113782823,11.8414088660107,6.65594198929728,1.95613756992341e-09,3.09139102628393e-07,11.2960981642301,"HMGN1","high mobility group nucleosome binding domain 1"
"725","213933_at",-1.46153398104597,10.5043865737221,-6.64586286434257,2.04890337890486e-09,3.21519112620684e-07,11.2514887915605,"PTGER3","prostaglandin E receptor 3"
"1029","32837_at",-0.794118141687994,10.8974840431192,-6.6259059084837,2.24561586239047e-09,3.4992348434718e-07,11.1632282464423,"AGPAT2","1-acylglycerol-3-phosphate O-acyltransferase 2"
"300","204731_at",-1.63360977950398,9.86459769813037,-6.6188181104406,2.3198850508769e-09,3.58986101310347e-07,11.1319037900894,"TGFBR3","transforming growth factor beta receptor 3"
"377","206100_at",-1.26200291749369,9.04881382044111,-6.60404057697519,2.4826362545754e-09,3.81521266625543e-07,11.0666313764479,"CPM","carboxypeptidase M"
"480","209210_s_at",-1.21524358064276,11.4658647234913,-6.59648940615111,2.5701112246331e-09,3.92258824784242e-07,11.033297104443,"FERMT2","FERM domain containing kindlin 2"
"794","215379_x_at",2.32201678797973,8.88328045661217,6.58066580731571,2.76342783589635e-09,4.18894302498493e-07,10.9634871569945,"IGLC2","immunoglobulin lambda constant 2"
"795","215379_x_at",2.32201678797973,8.88328045661217,6.58066580731571,2.76342783589635e-09,4.18894302498493e-07,10.9634871569945,"IGLC3","immunoglobulin lambda constant 3 (Kern-Oz+ marker)"
"796","215379_x_at",2.32201678797973,8.88328045661217,6.58066580731571,2.76342783589635e-09,4.18894302498493e-07,10.9634871569945,"IGLV3-25","immunoglobulin lambda variable 3-25"
"797","215379_x_at",2.32201678797973,8.88328045661217,6.58066580731571,2.76342783589635e-09,4.18894302498493e-07,10.9634871569945,"IGLV3-19","immunoglobulin lambda variable 3-19"
"798","215379_x_at",2.32201678797973,8.88328045661217,6.58066580731571,2.76342783589635e-09,4.18894302498493e-07,10.9634871569945,"IGLV1-44","immunoglobulin lambda variable 1-44"
"799","215379_x_at",2.32201678797973,8.88328045661217,6.58066580731571,2.76342783589635e-09,4.18894302498493e-07,10.9634871569945,"IGLJ3","immunoglobulin lambda joining 3"
"800","215379_x_at",2.32201678797973,8.88328045661217,6.58066580731571,2.76342783589635e-09,4.18894302498493e-07,10.9634871569945,"IGLJ2","immunoglobulin lambda joining 2"
"801","215379_x_at",2.32201678797973,8.88328045661217,6.58066580731571,2.76342783589635e-09,4.18894302498493e-07,10.9634871569945,"BMS1P20","BMS1 pseudogene 20"
